user_id,Income,Monthly_Spend,spend_travel,spend_dining,spend_ecommerce,spend_general,International_Travel_Frequency,Lifestyle_Preference,Optimization_Preference,Behavior_Cluster
0,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,shopping,travel,0
1,28.274609333157873,68401.09961942257,0.24900398769883098,0.27803954964725347,0.13003134256828,0.34292512008563547,5,shopping,lifestyle,0
2,14.094406347562153,124679.43587585303,0.38990546749208255,0.32422306261155187,0.1694281772544026,0.11644329264196301,5,dining,travel,3
3,30.115180794878224,68323.69702695777,0.3375943929390907,0.25490446417133555,0.2047552502282785,0.20274589266129522,0,shopping,rewards,3
4,14.394767541081174,16730.133391486295,0.4772319649349684,0.07365803698197691,0.20580653052625766,0.243303467556797,3,shopping,lifestyle,3
5,35.21845806942776,194774.731492766,0.25496523420973294,0.29176855862243417,0.13257089321559046,0.3206953139522423,3,none,balanced,0
6,16.334550694324424,28701.144296930514,0.3357059110780958,0.30673595121001734,0.21148856468370794,0.146069573028179,2,dining,fees,3
7,8.13272806421158,184754.44739016582,0.3487439828489344,0.1979087469090393,0.27191716328194887,0.1814301069600774,0,shopping,lifestyle,3
8,23.623318801543252,35597.73103928373,0.13651260568771476,0.41025441569427495,0.2244932250358257,0.22873975358218462,5,movies,lifestyle,2
9,8.49428484274946,227111.5631878028,0.419048543813133,0.2629486374470079,0.11597950391011444,0.20202331482974473,1,shopping,travel,3
10,38.75660392003926,152263.02269449286,0.18289941863550915,0.19047166848462432,0.4100006773127282,0.21662823556713834,1,shopping,lifestyle,1
11,55.73184674747744,151549.3678295928,0.12238881267047944,0.2418733879847051,0.11597197992914311,0.5197658194156723,1,shopping,travel,0
12,56.456107933574025,149356.0923083777,0.0537839505573756,0.14750711014821336,0.17849980791529388,0.6202091313791172,3,dining,fees,0
13,9.188817244720282,172976.42186435574,0.36409469852623116,0.3208784190422617,0.1920500671637267,0.1229768152677804,3,shopping,fees,3
14,50.29801535854755,204939.09593511093,0.15084409072640806,0.3062525662794237,0.22327209269520304,0.3196312502989653,2,movies,balanced,0
15,53.82560417653009,190922.88457238307,0.24150812346926598,0.20672303925352165,0.19697230117332307,0.3547965361038894,6,shopping,lifestyle,0
16,17.960249407603285,235151.09037543813,0.09412252939548843,0.6645440445919837,0.16111637209539895,0.08021705391712887,6,none,fees,2
17,31.54224761353351,48815.913099543934,0.4949199923119998,0.32714293187120436,0.03182025204807948,0.14611682376871638,6,movies,rewards,3
18,48.835097992388974,183120.67545971338,0.08028586440155036,0.12080767048744336,0.35981003773988773,0.43909642737111865,6,none,travel,0
19,34.646288412629005,163984.151245055,0.09605919868080608,0.20432933697942177,0.5630652442775919,0.13654622006218037,0,shopping,lifestyle,1
20,4.0166966866883005,40648.83923994771,0.1482377351177121,0.017333031251426764,0.07487996601635209,0.759549267614509,0,movies,balanced,0
21,40.160068458058525,218860.29846179634,0.09155187901238915,0.07036418863555842,0.7578307640302276,0.08025316832182475,2,movies,rewards,1
22,50.00585885601146,87928.64837215749,0.2609027357269763,0.32779715677735743,0.21437600072194044,0.19692410677372574,1,dining,balanced,2
23,36.69519751832536,174967.91379788402,0.3651807794824999,0.26378770327190076,0.136420203074105,0.23461131417149436,0,shopping,travel,3
24,26.726958265081958,26574.718182984587,0.1637953037649686,0.3664542601031905,0.04994828307407313,0.41980215305776786,2,none,travel,0
25,39.621546731746214,198064.14332586032,0.34444168994490326,0.3194530049991788,0.010916571484204525,0.3251887335717135,5,dining,rewards,0
26,30.239004619353512,112969.00161979797,0.49678886257001575,0.25966375449550805,0.13529918660102513,0.10824819633345116,4,none,balanced,3
27,21.71658868526726,140827.17561005073,0.4226662476318502,0.21420475490701793,0.1260663575504059,0.23706263991072607,3,shopping,lifestyle,3
28,52.06098689457596,46044.16676586282,0.41406453393852505,0.4996220148865902,0.032975515130392395,0.05333793604449241,2,shopping,travel,2
29,48.321545822035894,237316.35976207262,0.3307393016865559,0.140594788556086,0.14308948531732402,0.38557642444003404,5,shopping,travel,0
30,46.54363323037551,202822.50838033567,0.6088378652380629,0.11179900242053192,0.03805102054909555,0.24131211179230969,6,none,fees,3
31,22.017352224709576,226116.13862996091,0.3120341355542701,0.09644482348611207,0.18219074265901414,0.4093302983006036,4,shopping,fees,0
32,44.59208539461054,144953.37033443147,0.10403258477712361,0.268312096284157,0.3597806780954508,0.26787464084326873,1,none,balanced,1
33,9.949535665101417,153240.62999276686,0.22588606236444075,0.5780969108779633,0.07480701100246878,0.12121001575512705,4,shopping,balanced,2
34,47.53376001959641,40988.276584085965,0.19803894040624048,0.12179769557842765,0.3660131650630679,0.3141501989522639,3,dining,balanced,1
35,14.297640951135179,228999.98337575805,0.5902305484017779,0.29619265519076876,0.03715451182596206,0.07642228458149122,5,dining,rewards,3
36,48.65493965757555,233031.92609048588,0.2774181915781725,0.4530484458112514,0.09627953033641537,0.1732538322741607,3,shopping,rewards,2
37,11.84714056914218,187635.95660476296,0.21516119203680958,0.5715119849723443,0.08634973485513664,0.12697708813570935,5,dining,balanced,2
38,43.44596225073538,55685.04390928826,0.21640955722872968,0.09820848668091572,0.35468472176150845,0.3306972343288461,1,none,travel,1
39,35.9469813010299,179447.34697843055,0.14135771633365818,0.18239967610370586,0.17798739649491957,0.49825521106771636,2,none,fees,0
40,20.368162414367383,115557.25521511724,0.46929293418231743,0.3666889451135418,0.05948092515974124,0.10453719554439943,2,movies,travel,3
41,15.858793487640026,149527.61428369718,0.2693389608343554,0.13129563183786097,0.25753252134203086,0.3418328859857529,3,shopping,lifestyle,0
42,23.557468063664494,135493.7224825882,0.44511035794873893,0.2240546312860584,0.1287316178228992,0.20210339294230337,2,movies,rewards,3
43,7.1073713831577905,212868.40459427383,0.288616177955327,0.24372312345796907,0.33449416488836026,0.13316653369834358,0,shopping,balanced,1
44,24.218909671918247,51099.031279249175,0.1294096004846747,0.7282104132837609,0.1062740350136383,0.03610595121792593,6,shopping,fees,2
45,14.916286540327762,138395.75119730638,0.295830719084004,0.2786882797693882,0.06277864517413856,0.3627023559724694,0,shopping,travel,0
46,25.376644802989432,33811.58165685348,0.23605407674044002,0.4602029918747584,0.07213293767457782,0.23160999371022375,1,movies,rewards,2
47,36.42737486184337,130923.14432490665,0.24400924470509142,0.16459483659810847,0.2932979002430955,0.29809801845370476,3,shopping,fees,1
48,33.75306380991569,94537.27357487162,0.3818658663567913,0.28518761282333227,0.21350755183294656,0.11943896898692993,2,movies,travel,3
49,33.29042933726093,39670.23323557658,0.24613993037617216,0.20670598671941892,0.3720013861864587,0.17515269671795006,3,shopping,travel,1
50,20.52949912798481,155642.1400160681,0.2920873180666676,0.10650177913899865,0.05729295813900653,0.5441179446553273,4,none,travel,0
51,57.90303974231464,198771.21512347166,0.09843962421821031,0.6073201022102059,0.08397316161228688,0.21026711195929684,5,none,lifestyle,2
52,22.75009309484378,44109.39709309194,0.12344667688542056,0.1721402487880358,0.3182829696375424,0.3861301046890013,4,dining,fees,1
53,48.71740785818628,232304.89179667382,0.7172088924651112,0.061617558434890154,0.1346713885815345,0.08650216051846413,3,dining,balanced,3
54,45.147593703161064,203204.82414505852,0.26568829905109803,0.4525143595221359,0.1785549998836273,0.10324234154313887,5,movies,lifestyle,2
55,41.281930104783946,70849.71538974036,0.021666641825691585,0.8141967766147056,0.02230843803065732,0.14182814352894552,6,none,rewards,2
56,7.834260700438496,95352.83055823018,0.05998953739636464,0.5707589994195544,0.12124157406751114,0.24800988911656968,5,shopping,lifestyle,2
57,25.36503829654226,230095.20866710538,0.42979683013205466,0.3392149716509068,0.17693604813613065,0.054052150080907954,4,none,fees,3
58,26.961760975800797,240414.17911847535,0.3529781219475982,0.20817132348640943,0.048154348359229264,0.3906962062067631,6,shopping,fees,0
59,40.24603491354122,85355.07350598401,0.10199773559809643,0.29412646752352634,0.3016614343473858,0.3022143625309914,4,shopping,travel,1
60,30.146666589443363,248754.91099973084,0.1822849805892637,0.13491628065360547,0.13754275274623548,0.5452559860108952,2,none,lifestyle,0
61,27.67943209346273,23423.046583268348,0.07898594890661853,0.2623023269614295,0.2188130795323498,0.43989864459960204,3,dining,rewards,0
62,9.361220990205922,105358.5288276331,0.5199606510679133,0.09442643385059267,0.1768291484744403,0.20878376660705375,2,none,rewards,3
63,31.96553928133388,130032.9715291939,0.16690282689843883,0.35824691519342705,0.44174987320309655,0.03310038470503753,0,none,lifestyle,1
64,16.01041390141497,92722.89938289367,0.4811785157357003,0.08224603593161704,0.2393751817122561,0.19720026662042656,0,dining,balanced,3
65,4.78316023539374,40997.924877117766,0.034728079947993706,0.503200314591836,0.03167626920247469,0.4303953362576957,1,movies,rewards,2
66,47.05743112371119,216040.51232078765,0.24846745309278356,0.07620142952182322,0.5913420555904084,0.08398906179498479,3,none,rewards,1
67,15.332274627847882,112296.13204047055,0.43807313733258807,0.2726591899928796,0.22572210220906516,0.06354557046546716,4,movies,lifestyle,3
68,21.07773075440879,224154.57242265844,0.5085206687227266,0.20472672656257812,0.23540627321765767,0.051346331497037656,6,dining,travel,3
69,36.32441354564743,44823.84424685058,0.4278744707952043,0.23760125072252344,0.24781695864674622,0.08670731983552608,6,movies,lifestyle,3
70,50.66597508002827,19267.727819875552,0.38680404734433504,0.3271632364019035,0.07725577285861909,0.2087769433951425,3,shopping,lifestyle,3
71,46.230067519530984,246103.01285834034,0.28157144606116924,0.23096810824884578,0.3279294032140581,0.1595310424759268,3,shopping,fees,1
72,41.90715109792556,50102.92674651543,0.1187984914195361,0.5768215732963446,0.28351635013191484,0.020863585152204475,4,none,lifestyle,2
73,32.47011075041747,189303.3564721377,0.4621682884448356,0.105175433547042,0.06520868882017287,0.36744758918794934,2,movies,rewards,3
74,58.81580412131494,103628.99988358497,0.31562517452897393,0.09837254762735989,0.537384475027669,0.04861780281599737,4,none,travel,1
75,14.214304302785985,103643.40597750591,0.37035526603773383,0.3044713274300574,0.09861938795084717,0.22655401858136143,3,movies,fees,3
76,14.519021793792245,58655.041694705484,0.2868069394823081,0.2843436323874872,0.11936822240435173,0.3094812057258529,6,dining,fees,0
