user_id,Card_Name,Income,Monthly_Spend,spend_travel,spend_dining,spend_ecommerce,spend_general,International_Travel_Frequency,Optimization_Preference,Lifestyle_Preference,AHP_rewards,AHP_fees,AHP_travel,AHP_lifestyle,AHP_eligibility,Annual_Fee_INR,Min_Income_LPA,ERV,Travel_Benefit_Index,Lifestyle_Benefit_Index,Effective_Reward_Rate_Index,Net_Value_Index,Fee_to_Value_Ratio,International_Usage,Merchant_Partner_Count,Card_Segment,Reward_Type,expected_reward_value,expected_nav,travel_value,lifestyle_value,net_fee,fee_waived,eligible
0,HDFC Regalia Gold Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,2500.0,10.0,0.013333333333333334,14.0,2,133.33333333333334,0.06758333333333334,0.09247842170160295,1,2,Mid_Tier,general,18901.829334677168,46601.82933467717,16800.0,2400.0,0.0,1,1
0,HDFC Millennia Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,1000.0,3.5,0.015,4.0,4,150.0,0.0444,0.05630630630630631,0,4,Mid_Tier,dining,23601.321425869435,39801.321425869435,5600.0,9600.0,0.0,1,1
0,HDFC MoneyBack+ Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,500.0,2.0,0.4,0.0,3,4000.0,0.436125,0.002866150759529951,0,4,Mid_Tier,dining,6293.6857135651835,13543.685713565184,0.0,7200.0,0.0,1,1
0,HDFC Diners Club Black Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,10000.0,25.0,0.016666666666666666,2002.0,2,166.66666666666666,7.022666666666666,0.0035599012720713883,1,2,Premium,general,23627.286668346456,69827.28666834645,26600.0,3600.0,0.0,1,1
0,HDFC Infinia Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,12500.0,30.0,0.03333333333333333,2010.0,0,333.3333333333333,7.05925,0.004426815879873924,1,0,Premium,travel,60330.361470387565,114630.36147038756,35800.0,0.0,0.0,1,1
0,HDFC TATA Neu Plus Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,499.0,2.0,0.02,0.0,0,200.0,0.0230025,0.054233235517878495,0,1,Entry_Level,general,28352.74400201575,28353.74400201575,0.0,0.0,0.0,1,1
0,SBI SimplyCLICK Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,499.0,2.0,0.625,1.0,1,6250.0,0.6869375,0.0018160312983350013,0,2,Entry_Level,travel,11311.94277569767,13611.94277569767,0.0,1800.0,0.0,1,1
0,SBI SimplySAVE Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,499.0,2.0,0.25,0.0,0,2500.0,0.2650025,0.00470750275940793,0,0,Entry_Level,dining,3933.5535709782393,3934.5535709782393,0.0,0.0,0.0,1,1
0,SBI Elite Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,4999.0,12.0,1.25,14.0,1,12500.0,1.3700025,0.009122246127288089,1,1,Entry_Level,dining,19667.767854891197,48707.76785489119,16800.0,1200.0,0.0,1,1
0,SBI Cashback Credit Card,47.11549476768991,118136.43334173229,0.34588684254242796,0.18315008978723274,0.1639953410024034,0.30696772666793604,5,travel,shopping,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.1935483870967742,0.0967741935483871,999.0,3.0,0.05,0.0,0,500.0,0.0518775,0.04814225820442388,0,0,Entry_Level,ecommerce,77856.436886486,77857.436886486,0.0,0.0,0.0,1,1
